M_crn	M_vacccrn	R_VACCCPT1	1.0
M_coa	M_vacccoa	R_VACCCPT2	1.0
M_coa	M_crn	R_VACCCPT2	0.0
M_vacccrn	M_vacccoa	R_VACCCPT2	0.72
M_vacccrn	M_crn	R_VACCCPT2	0.28
M_CE5982	M_CE2119	R_RE2746C	1.0
M_CE2119	M_CE5982	R_RE2746C	1.0
M_CE5982	M_h2o	R_RE2746C	0.0
M_h2o	M_CE5982	R_RE2746C	NaN
M_ser_L	M_coa	R_SERPT	0.0
M_ser_L	M_co2	R_SERPT	0.3333333333333333
M_ser_L	M_3dsphgn	R_SERPT	0.6666666666666666
M_pmtcoa	M_coa	R_SERPT	0.5675675675675675
M_pmtcoa	M_co2	R_SERPT	0.0
M_pmtcoa	M_3dsphgn	R_SERPT	0.43243243243243246
M_paps	M_pap	R_4NPHSULT	1.0
M_paps	M_4nphsf	R_4NPHSULT	0.0
M_4nph	M_pap	R_4NPHSULT	0.0
M_4nph	M_4nphsf	R_4NPHSULT	1.0
M_cholcoa	M_coa	R_BAAT2x	0.4666666666666667
M_cholcoa	M_tchola	R_BAAT2x	0.5333333333333333
M_taur	M_coa	R_BAAT2x	0.0
M_taur	M_tchola	R_BAAT2x	1.0
M_csn	M_nh4	R_CSND	0.0
M_csn	M_ura	R_CSND	1.0
M_h2o	M_nh4	R_CSND	NaN
M_h2o	M_ura	R_CSND	NaN
M_nadph	M_nadp	R_RN0001C	1.0
M_nadph	M_C05708	R_RN0001C	0.0
M_nadph	M_h2o	R_RN0001C	0.0
M_o2	M_nadp	R_RN0001C	NaN
M_o2	M_C05708	R_RN0001C	NaN
M_o2	M_h2o	R_RN0001C	NaN
M_selmeth	M_nadp	R_RN0001C	0.0
M_selmeth	M_C05708	R_RN0001C	1.0
M_selmeth	M_h2o	R_RN0001C	0.0
M_crn	M_coa	R_ELAIDCPT1	0.0
M_crn	M_elaidcrn	R_ELAIDCPT1	1.0
M_od2coa	M_coa	R_ELAIDCPT1	0.5384615384615384
M_od2coa	M_elaidcrn	R_ELAIDCPT1	0.46153846153846156
M_coa	M_crn	R_ELAIDCPT2	0.0
M_coa	M_od2coa	R_ELAIDCPT2	1.0
M_elaidcrn	M_crn	R_ELAIDCPT2	0.28
M_elaidcrn	M_od2coa	R_ELAIDCPT2	0.72
M_C05957	M_h2o	R_RE2080C	0.0
M_h2o	M_C05957	R_RE2080C	NaN
M_C05957	M_CE4877	R_RE2080C	1.0
M_CE4877	M_C05957	R_RE2080C	1.0
M_cholcoa	M_coa	R_BAAT1x	0.4666666666666667
M_cholcoa	M_gchola	R_BAAT1x	0.5333333333333333
M_gly	M_coa	R_BAAT1x	0.0
M_gly	M_gchola	R_BAAT1x	1.0
M_dmnoncrn	M_crn	R_DMNONCRNCPT2	0.3888888888888889
M_crn	M_dmnoncrn	R_DMNONCRNCPT2	1.0
